mmc	62709
twtr	1418091
safry	1364012
scco	1001838
cfruy	948401
vrtx	875320
tak	1395064
olcly	1545460
ubs	1610520
ew	1099800
chpxy	1528541
nxpi	1413447
bsx	885725
cof	927628
crwd	1535527
tal	1499620
ntoiy	1436791
bili	1723690
aon	315293
pins	1506293
phg	313216
mco	1059556
regn	872589
dnzoy	1446598
vlvly	753762
emr	32604
klac	319201
lzagy	1446711
gwlly	1536278
cvna	1690820
fanuy	1446596
race	1648416
stla	1605484
pgr	80661
pdrdy	899108
docu	1261333
ceo	1095595
relx	929869
hmc	715153
met	1099219
bmo	927971
vod	839923
noc	1133421
glncy	1524684
etn	1551182
hum	49071
chwy	1766502
csuay	1445470
bx	1393818
dg	29534
cp	16875
mnst	865752
wfafy	1436381
veev	1393052
itub	1132597
algn	1097149
wm	823768
puk	1116578
epd	1061219
nem	1164727
gd	40533
bcmxy	1447011
smfg	1022837
stz	16918
idxx	874716
zg	1617640
amx	1129137
eric	717826
fcx	831259
f	37996
pton	1639825
zijmy	1459580
mtch	891103
jmhly	870016
kdp	1418135
kmb	55785
snps	883241
lulu	1397187
gld	1222333
itocy	355363
tme	1744676
vnja	1532383
knyjy	1436793
wba	1618921
abev	1565025
lu	1816007
khc	1637459
dow	1751788
cmg	1058090
mchp	827054
tel	1385157
ebay	1065088
lvs	1300514
vwdry	1330306
tdoc	1477449
danoy	1048515
ea	712515
rost	745732
biib	875045
aptv	1521332
mar	1048286
ngg	1004315
trp	1232384
rop	882835
exc	1109357
rkt	1805284
tri	1075124
ctsh	1058290
aph	820313
cdns	813672
ttd	1671933
sxyay	1575851
psa	1393311
hnnmy	1396282
cm	1045520
ecify	1387438
ahchy	1448987
bax	10456
rng	1384905
dxcm	1093557
bce	718940
ing	1039765
gold	756894
dlr	1297996
bbd	1160330
a	1090872
lhx	202058
aep	4904
syy	96021
stm	932787
jci	833444
crary	1279967
dd	1666700
panw	1327567
e	1002242
jshly	879875
rlx	1828365
mfc	1086888
gvdny	1121631
vonoy	1652630
gelyy	1474968
okta	1660134
slb	87347
trow	1113169
bk	1390777
info	1598014
csgp	1057352
mfg	1335730
iqv	1478242
trv	86312
htht	1483994
alc	1167379
lyg	1160106
mrvl	1058057
cmi	26172
viac	813828
tt	1466258
ctas	723254
sre	1032208
msci	1408198
spg	1063761
lbrda	1611983
xlnx	743988
clpby	1294325
mtcpy	1159204
aig	5272
ph	76334
eog	821189
bbva	842180
schyy	1491703
hpq	47217
ovchy	1448817
crh	849395
bcs	312069
gis	40704
svndy	1359519
alxn	899866
chcjy	1495687
anss	1013462
bgne	1651308
u	1810806
vivhy	1127055
hcmly	948696
cnc	1071739
ddog	1561550
pdypy	1627168
pcar	75362
plug	1093691
psx	1534701
kmi	1506307
cs	1159510
zbh	1136869
xpev	1810997
rht	1087423
cmaky	1453056
iff	51253
edu	1372920
wit	1123799
xel	72903
ctva	1755672
zto	1677250
mpc	1510295
ppg	79879
cjpry	1334687
lgfry	1554394
afl	4977
trumy	1446672
carr	1783180
payx	723531
lyb	1489393
pru	1137774
ntr	1725964
all	899051
cnq	1017413
yum	1041061
tdg	1260221
alpmy	1446390
hsy	47111
oran	1038143
swks	4127
bby	764478
vfc	103379
ibkr	1381197
hlt	1585689
afrm	1820953
adm	7084
vrsk	1442145
yahoy	1446437
msi	68505
orly	898173
zlndy	1638747
rdsmy	1339422
dboey	1437147
zs	1713683
luv	92380
w	1616707
asazy	1253493
cht	1132924
sgen	1060736
rprx	1802768
kbcsy	1411133
dhi	882184
arzgy	1379235
oaofy	1058255
weicy	1452191
amady	1502104
etsy	1370637
peg	788784
bll	9389
wltw	1140536
awk	1410636
sbac	1034054
es	72741
rmd	943819
rsg	1060391
mck	927653
rok	1024478
crbjy	1454471
dfs	1393612
nwg	844150
tyidy	1130894
pxd	1038357
li	1791706
mtd	1037646
keys	1601046
slf	1097362
stne	1745431
bntx	1776985
len	920760
glw	24741
cprt	900075
bsbr	1471055
well	766704
swk	93556
ejpry	1093028
khngy	1451287
aonny	1300175
splk	1353283
ame	1037868
rweoy	939380
gctay	1158089
otis	1781335
wmb	107263
kkr	1404912
dal	27904
egrny	1595085
su	311337
fast	815556
tu	868675
codyy	1012037
unicy	1095054
gmab	1434265
frc	1132979
ftnt	1262039
xp	1787425
bfa	14693
cgemy	1084656
ckhuy	1637120
net	1477333
coup	1385867
vlo	1035002
ctryy	1462886
yumc	1673358
sivb	719739
wec	783325
exas	1124140
wy	106535
wcn	1318220
azo	866787
enph	1463101
hrl	48465
yndx	1513845
stt	93751
kr	56873
mxim	743316
mdy	936958
tscdy	885834
dia	1041130
mplx	1552000
zbra	877212
dltr	935703
mdb	1441816
amp	820027
work	1764925
ec	1444406
mgddy	896076
siri	908937
eqr	906107
avb	915912
grmn	1121788
fmx	1061736
odfl	878927
tef	814052
saxpy	1436778
gsx	1768259
etp-pc	1161154
gasny	1269920
anet	1596532
ashty	1518258
mga	749098
ftv	1659166
mt	1243429
ssmxy	1517231
nok	924613
cbre	1138118
dkng	1772757
mkc	63754
tsn	100493
caj	16988
payc	1590955
ed	1047862
otsky	1544613
are	1035443
ter	97210
oxy	797468
cabhf	1436647
ftch	1740915
bkr	1701605
umc	1033767
fojcy	1436740
pcg	1004980
dte	936340
clx	21076
o	726728
smnny	1640117
ndaq	1120193
iac	1800227
ccep	1650107
lh	920148
xm	1747748
fitb	35527
fnv	1456346
hubs	1404655
rci	733099
ttwo	946581
ccl	815097
cern	804753
vrsn	1014473
szkmy	1263521
sgsoy	1069347
gwlif	850918
ajg	354190
tlk	1001807
zi	1794515
db	1159508
vips	1529192
epam	1352010
poahy	1450346
gbery	1179029
mtsfy	1446641
ui	1511737
cdw	1402057
vtrs	1792044
flt	1175454
tcom	1269238
eix	827052
cvac	1809122
gdrx	1809519
vmc	1396009
expi	1495932
wst	105770
syf	1601712
fms	1333141
efx	33185
cncn	1191334
ppl	922224
abc	1140859
holx	859737
ztcoy	1445156
baesy	895564
ctlt	1596783
rnecy	1246135
disca	1437107
txg	1770787
gds	1526125
expe	1324424
tlpfy	1450682
mktx	1278021
haity	1553473
ryaay	1038683
nrily	1179493
iq	1722608
uri	1067701
mlm	916076
gnrc	1474735
ix	1070304
cha	1191255
ntrs	73124
chd	313927
kmx	1170010
pags	1712807
svnly	1448613
ucbjy	1290640
gib	1061574
wdc	106040
oke	1039684
cnhi	1567094
hznp	1492426
futu	1754581
open	1801169
thlly	1722401
qrvo	1604778
cghly	1550635
logi	1032975
qs	1811414
bio	12208
k	55067
akzoy	3124
fandy	1454175
pkx	889132
gww	277135
imbby	1072670
nvax	1000694
cuk	1125259
cqp	1383650
ip	51434
nvcr	1645113
wmg	1319161
alb	915913
tyl	860731
podd	1145197
argx	1697862
snn	845982
ksu	54480
etr	65984
vtr	740260
aes	874761
foxa	1754301
coo	711404
zlioy	1546084
alsmy	1062066
fts	1666175
tfx	96943
cicoy	1445161
nmr	1163653
rf	1281761
wish	1822250
lyft	1759509
tsco	916365
key	91576
hpe	1645590
incy	879169
trmb	864749
sbhmy	1604982
rol	84839
alny	1178670
nvzmy	1131345
penn	921738
hes	4447
et	1276187
ir	1699150
clvt	1764046
zen	1463172
frrvy	1438571
mtb	36270
xngsy	1454948
aee	1002910
tru	1552033
wpm	1323404
ulta	1403568
qsr	1618756
lyv	1335258
amcr	1748790
hal	45012
gh	1576280
xyl	1524472
hig	874766
mgm	789570
snmry	1437771
avtr	1722482
suz	909327
dov	29905
wat	1000697
ess	920522
sgioy	1281721
mpwr	1280452
chu	1113866
burl	1579298
invh	1687229
nvr	906163
tlsny	1169870
nice	1003935
cfg	759944
br	1383312
syiey	1444718
stx	1137789
lng	3570
nue	73309
on	1097864
fe	1031296
sedg	1419612
ctxs	877890
chkp	1015922
sonvy	1450681
ssnc	1402436
ppccy	1446747
cag	23217
pki	31791
iau	1278680
dgx	1022079
dri	940944
czr	1590895
ptc	857005
peak	765880
akam	1086222
cgnx	851205
bpy	1545772
run	1469367
dish	1001082
atus	1702780
lsxma	1560385
hei	46619
expd	746515
caixy	1535628
it	749251
wix	1576789
cms	811156
nipnf	72127
kb	1445930
whlkf	1449594
var	203527
aem	2809
prdsy	1527249
asx	1122411
fujhy	800364
rcl	884887
grfs	1438569
tif	98246
sui	912593
dqjcy	1446597
zlab	1704292
skm	1015650
bmrn	1048477
maa	912595
ttm	926042
ally	40729
rjf	720005
szlmy	1438844
appn	1441683
jbht	728535
osh	1564406
bill	1786352
atasy	1437775
ste	1757898
ntap	1002047
tw	1758730
tech	842023
ysg	1819580
dre	783280
shg	1263043
hdely	1400691
exr	1289490
ldos	1336920
kc	1795589
wab	943452
mkl	1096343
pba	1546066
cah	721371
masi	937556
dpz	1286681
cgc	1737927
viv	1066119
ce	1306830
swgay	1438845
iex	832101
dt	1773383
monoy	1583055
j	52988
bip	1406234
kkpny	1001474
sqm	909037
imo	49938
ophly	940821
cinf	20286
abmd	815094
emn	915389
pfg	1126328
avy	8818
ai	1577526
hban	49196
avlr	1348036
chgg	1364954
clpxy	1490083
bxp	1037540
vici	1705696
estc	1707753
agr	1634997
crl	1100682
gddy	1609711
lbtya	1570585
ckisy	1065989
uwmc	1783398
cday	1725057
yasky	1559460
tdy	1094285
gpc	40987
acgl	947484
sam	949870
iep	813762
omc	29989
ednmy	1581671
cpb	16732
nuan	1002517
mas	62996
elan	1739104
jhx	1159152
wb	1595761
pubgy	1050952
fmc	37785
nwsa	1564708
wpp	806968
ben	38777
ndeky	353991
entg	1101302
kep	887225
nngry	1690981
umicy	1477038
rnlsy	1416039
fico	814547
pltk	1828016
sklz	1801661
bki	1627014
ual	100517
jxhly	1487533
smg	825542
ntco	1776967
cree	895419
cve	1475260
erie	922621
pool	945841
wynn	1174922
ipgp	1111928
dvn	1090012
cck	1219601
dvcmy	1163417
ppd	1793294
znh	1041668
kikoy	1446656
jbaxy	1475011
cg	1527166
bap	1001290
ozon	1822829
lb	701985
bsy	1031308
smfky	1537547
otex	1002638
fosuy	1462456
iktsy	1444714
mpw	1287865
smmyy	1551402
szsay	1444147
ffiv	1048695
l	60086
lumn	18926
phm	822416
cxo	1358071
sjm	91419
sbsw	1786909
moh	1179929
cjewy	1555574
spce	1706946
qgen	1015820
coihy	1513977
bep	1533232
bro	79282
udr	74208
pkg	75677
whr	106640
alfvy	863344
mtuay	1342237
has	46080
teva	818686
znga	1439404
nlok	849399
fbhs	1519751
axon	1069183
chrw	1043277
xpo	1166003
cabo	1632127
rgen	730272
ihg	858446
evrg	1711269
wpc	1025378
siely	1453732
trex	1069878
bntgy	1533945
amigy	1438930
kotmy	1543727
hwm	4281
lazr	1758057
maruy	801645
eqh	1333986
cchgy	1558633
crsp	1674416
xray	818479
cgasy	1555207
wrb	11544
lnt	352541
mhk	851968
gjnsy	1531384
ggg	42888
ranjy	1112439
fivn	1288847
fds	1013237
aeoxf	1450280
psmmy	1439580
enia	912505
smtoy	95227
nly	1043219
pega	1013857
shcay	800840
cna	21175
plan	1540755
ato	731802
wrk	1732845
ndvly	800928
cnp	1130310
txt	217346
fnf	1331875
fsly	1517413
mtn	812011
xyigy	1508669
abcl	1703057
ggdvy	925428
curlf	1756770
apo	1411494
sbny	1288784
rmyhy	1636804
wtrg	78128
els	895417
dva	927066
bah	1443646
fvrr	1762301
rpm	110621
lw	1679273
ubsfy	1446702
lkq	1065696
lii	1069202
oled	1005284
pcty	1591698
dar	916540
cnpay	1450278
stbfy	1587200
wlk	1262823
iclr	1060955
bch	1161125
mos	1285785
bhc	885590
jkhy	779152
ttc	737758
bynd	1655210
uhs	352915
yy	1530238
rdy	1135951
ndsn	72331
fang	1539838
frfhf	915191
iliay	1570932
bg	1144519
alle	1579241
pwr	1050915
fnd	1507079
bfam	1437578
hrgly	1528651
gwre	1528396
azpn	929940
five	1177609
aal	6201
nbix	914475
fslr	1274494
tpr	1116132
morn	1289419
ntra	1604821
cpt	906345
aqn	1174169
bsac	1027552
fyrty	1452190
mrtx	1576263
api	1802883
cea	1030475
cheoy	1453930
nrg	1013871
hst	1070750
teck	886986
vst	1692819
ivz	914208
dada	1793862
ahexy	1446251
wilyy	1436673
aap	1158449
lpla	1397911
cciv	1811210
smar	1366561
sna	91440
amh	1562401
bwa	908255
nwl	814453
mnso	1815846
kl	1713443
emraf	1127248
iaugy	1206571
shmay	1555379
uelmo	100826
ts	1190723
dox	1062579
rohcy	1442653
bldp	1453015
lad	1023128
dbx	1467623
amed	896262
lnc	59558
pen	1321732
cx	1076378
mgp	1656936
ipxhy	1309035
glpi	1575965
rare	1515673
rh	1528849
bbio	1743881
abmrf	1784384
au	1067428
dnb	1799208
hsic	1000228
mstr	1050446
ksryy	1668501
nvta	1501134
wu	1365135
gl	320335
uhal	4457
rdeiy	1438654
wex	1309108
flex	866374
aos	91142
re	1095073
pacb	1299130
wsm	719955
efgsy	1445153
cboe	1374310
slfpy	1370418
ipg	51644
lea	842162
dlb	1308547
qdel	353569
wso	105016
tap	24545
irm	1020569
nfe	1749723
aseky	1450206
ewbc	1069157
cf	1324404
wynmy	1480134
fate	1434316
iivi	820318
gfl	1780232
atr	896622
ua	1336917
sci	89089
japsy	318269
jazz	1232524
afg	1042046
mmp	1126975
brkr	1109354
vedl	1370431
oc	1370946
lmnd	1691421
mdiby	1379481
cms-pb	201533
kgc	701818
mksi	1049502
rdfn	1382821
st	1477294
shwgy	1505223
aeg	769218
arwr	879407
armk	1584509
wfg	1402388
iphi	1160958
sjr	932872
deck	910521
adpt	1478320
dnfgy	1454473
prymy	1437672
cold	1455863
hubb	48898
sgpyy	1253494
reg	910606
pnr	77360
sfix	1576942
bldr	1316835
manh	1056696
mrvi	1823239
agco	880266
vir	1706431
glob	1557860
rp	1286225
agnc	1423689
acsay	1448375
ebr	1439124
cib	1071371
surry	1556607
gntx	355811
mcfe	1783317
cone	1553023
bepc	1791863
lamr	1090425
lspd	1823306
cien	936395
lnegy	1437041
stor	1538990
tpl	1811074
cma	28412
fhn	36966
ach	1161611
ohi	888491
grpty	1395167
ath	1527469
slv	1330568
gps	39911
asnd	1612042
ni	1111711
phys	1477049
y	775368
dq	1477641
cbsh	22356
gbtc	1588489
magoy	1437144
pnw	764622
oukpy	1436786
sid	1049659
ssl	314590
nlsn	1492633
mlco	1381640
spwr	867773
fcel	886128
rhi	315213
clr	732834
synh	1610950
iaa	1745041
nkla	1731289
klycy	1449614
chdn	20212
tixt	1825155
jnpr	1043604
levi	94845
zayo	1608249
jsgry	1442656
prah	1613859
hegiy	1449217
clf	764065
acm	868857
stld	1022671
bmbl	1830043
ver	1507385
alv	1034670
seic	350894
tokuy	1131652
ev	350797
gfi	1172724
ehc	785161
twst	1581280
usfd	1665918
nyt	71691
zion	109380
che	19584
sgfy	1828182
ugi	884614
dnli	1714899
rl	1037038
rnr	913144
sommy	1409236
csl	790051
rs	861884
huya	1728190
jll	1037976
ions	874015
kod	1468748
acad	1070494
g	1398659
pso	938323
bery	1378992
rcm	1472595
atdry	1647435
isuzy	763665
kss	885639
xlrn	1280600
wal	1212545
pstg	1474432
ayx	1689923
dci	29644
tdhoy	1288098
frt	34903
qtwo	1410384
arw	7536
sc	1580608
onem	1404123
kim	879101
eeft	1029199
mbt	1115837
ocft	1780531
woof	1826470
gtbif	1795139
dseey	1481045
angi	1705110
h	1468174
casy	726958
shc	1822479
pfpt	1212458
bmrry	1671235
amwl	1393584
adt	1703056
lpl	1290109
rga	898174
aci	1646972
asgly	7646
sdgr	1490978
apps	317788
bl	1666134
dct	1160951
aval	1504764
arcc	1287750
pii	931015
aiz	1267238
tiscy	773917
rtmvy	1516536
cd	1807192
midd	769520
sana	1770121
uthr	1082554
nclh	1513761
nnn	751364
upst	1647639
ares	1176948
ncno	1566895
knx	1492691
vno	899689
wwd	108312
bld	1633931
asomy	1492075
icl	941221
azek	1782754
fupby	1534043
bb	1070235
allk	1564824
rgld	85535
cog	858470
ttek	831641
jef	96223
site	1650729
shtdy	1556605
sjmhy	1599962
ggb	1073404
chng	1756497
kajmy	1446660
srpt	873303
bc	14930
flir	354908
hrc	47518
cae	1173382
tfii	1588823
alk	766421
lite	1633978
fcnca	798941
hmtly	353990
hii	1501585
mgni	1595974
wms	1604028
omf	1584207
mro	101778
shpmy	1570300
vrt	1674101
trgp	1389170
frpt	1611647
paas	771992
cube	1298675
mdla	1540184
krc	1025996
pe	1594466
iova	1425205
hllgy	1674534
cpri	1530721
ntnx	1618732
upwk	1627475
dm	1754820
neo	1077183
tol	794170
an	350698
leco	59527
clzny	1366235
wes	1423902
hae	313143
tho	730263
see	1012100
pvh	78239
exel	939767
itt	216228
vrns	1361113
ccozy	1398879
suopy	1347141
bncdy	1667075
warfy	901684
bsmx	1698287
eh	1759783
voya	1535929
crcby	1553915
slab	1038074
osk	775158
avir	1593899
rexr	1571283
hlf	1180262
brks	933974
pfgc	1618673
halo	1159036
colm	1050797
vlpny	1378984
grub	1594109
be	1664703
dks	1089063
jbl	898293
amg	1004434
lfus	889331
gmed	1237831
msa	66570
lscc	855658
plnt	1637207
vopky	1452188
tpx	1206264
bgaoy	1325378
ebs	1367644
vrm	1580864
ora	1296445
dooo	1748797
tgtx	1001316
tmx	1428875
asan	1477720
pb	1068851
apa	6769
airc	1820877
aacay	1447647
hocff	1450349
dxc	1688568
hqy	1428336
lhcg	1303313
gwph	1351288
mat	63276
timb	1826168
fsv	1637810
four	1794669
tndm	1438133
tcf	19612
cakfy	1446707
nvst	1757073
hbi	1359841
rykky	1592049
tptx	1595893
post	1530950
pbct	1378946
axta	1616862
mtz	15615
insp	1609550
gwr	1012620
irdm	1418819
rba	1046102
cfr	39263
yeti	1670592
srcl	861878
faf	1472787
asmvy	1447945
hta	1360604
shls	1831651
oge	1021635
cohr	21510
cybr	1598110
roymy	1592438
eslt	1027664
cdk	1609702
hun	1307954
mituy	1446420
nvro	1444380
wf	1264136
ccj	1009001
htcmy	1446648
appf	1433195
nep	1603145
gshd	1726978
snphy	1501108
reyn	1786431
paa	1070423
prgo	1585364
beam	1745999
wrtby	1436771
felty	1447250
stwd	1465128
olli	1639300
snv	18349
wsc	1647088
lsi	944314
nati	935494
cacc	885550
itvpy	1283708
phi	78150
sekey	1261759
chh	1046311
psth	1811882
byd	906553
ffin	36029
ori	74260
sf	720672
mp	1801368
medp	1668397
doyu	1762417
txrh	1289460
frog	1800667
clgx	36047
son	91767
acc	1283630
caci	16058
brthy	14595
ogfgy	845033
cert	1827090
lstr	853816
ddd	910638
vac	1524358
osagy	1603194
hwdjy	1563177
bj	1531152
psxp	1572910
amkr	1047127
ingr	1046257
iart	917520
egp	49600
skx	1065837
pnfp	1115055
shmuy	1564228
drvn	1804745
algm	866291
bokf	875357
tx	1342874
vnt	1786842
sail	1627857
mpfry	1417695
brx	1581068
nari	1531048
diisy	1563255
gfszy	1438927
staa	718937
cnxc	1803599
posh	1825480
aemmy	1437776
mrwsy	1446128
nxst	1142417
pac	1347557
omcl	926326
aer	1378789
tkr	98362
fr	921825
bwxt	1486957
ovv	1792580
enggy	1446294
arry	1820721
tnet	937098
yala	1794350
ektay	1451160
leg	58492
tcnnf	1754195
wh	1722684
glpg	1421876
hhc	1498828
foxf	1424929
saic	1571123
cnvvy	1694271
verx	1806837
gil	1061894
hog	793952
ssb	764038
mdu	67716
pri	1475922
jmia	1756708
slm	1032033
powi	833640
hele	916789
gtls	892553
vnet	1508475
zhuzy	1556616
crox	1334036
jwn	72333
qrtea	1355096
cldr	1535379
fl	850209
dsgx	1050140
nov	1021860
bpmc	1597264
tdc	816761
saia	1177702
orcc	1655888
apha	1733418
enic	1659939
shak	1620533
swi	1739942
mzday	1447122
lpro	1806201
cvet	1752836
abcm	1492074
mpln	1793229
man	871763
pag	1019849
sbs	1170858
ppc	802481
cmhhy	1446751
xec	1168054
btg	1429937
prlb	1443669
virt	1592386
fsr	1720990
cor	1490892
thc	70318
malry	1537280
kzmyy	1438929
bpop	763901
tfsl	1381668
ash	1674862
rbc	82811
wk	1445305
dava	1656081
dei	1364250
kt	892450
coty	1024305
crus	772406
fls	30625
jblu	1158463
exp	918646
jhg	1274173
stag	1479094
tkc	1071321
bli	1689657
hfc	48039
eme	105634
iipr	1677576
hnp	929058
smtc	88941
hcm	1648257
npsky	354470
mms	1032220
fizz	69891
root	1788882
ccmp	1102934
alrm	1459200
lanc	57515
bigc	1626450
asr	1123452
fubo	1484769
novt	1076930
fgen	921299
wing	1636222
sepjy	1518521
rxt	1810019
stmp	1082923
kwr	81362
bhvn	1689813
unm	5513
sage	1597553
ozk	1569650
feye	1370880
crnc	1768267
vcyt	1384101
trip	1526520
nkrky	1436790
nycb	910073
cuz	25232
raas	1804583
nova	1772695
fhtf	1764443
lope	1434588
rxn	1439288
upchy	1447772
evbg	1437352
irtc	1388658
shi	908732
kmpr	860748
ftdr	1727263
altr	1701732
bzzuy	1437774
lesl	1821806
esgr	1363829
asgn	890564
dnmr	1779020
sdc	1775625
gbci	868671
al	1487712
adrzy	1436467
acia	1651235
esnt	1448893
tuify	1342875
clov	1801170
arna	1080709
allo	1737287
eqt	33213
expo	851520
ryn	52827
cr	25445
cfx	1420800
aciw	935036
jcom	1084048
tv	912892
cw	26324
alsn	1411207
flo	1128928
vmi	102729
pbsfy	1137849
bcauy	891765
lpsn	1102993
evr	1360901
fti	1681459
lpx	60519
uso	1327068
ramp	733269
vly	714310
goos	1690511
gtes	1718512
ensg	1125376
msm	1003078
achc	1520697
jobs	1295484
tenb	1660280
clh	822818
wen	30697
neog	711377
src	1308606
ugp	1094972
xrx	1770450
hlne	1433642
rli	84246
prsp	1724670
nomd	1651717
roll	1324948
czz	1402902
jamf	1721947
snx	1177394
bbavy	1399224
tree	1434621
hli	1302215
pk	1617406
pd	1568100
hasi	1561894
icui	883984
goco	1808220
mtsi	1493594
auy	1264089
m	794367
cbpo	1369868
band	1514416
ubsi	729986
dufry	1546354
swav	1642545
ostk	1130713
swch	1710583
sgms	750004
kbr	1357615
wdfc	105132
syna	817720
shlx	1610466
rpd	1560327
pfsi	1745916
oln	74303
ayi	1144215
rnmby	1450345
tsuky	702257
ncr	70866
wbs	801337
knsl	1669162
unf	717954
celh	1341766
nea	1195737
thkly	1443275
reta	1358762
isday	1224306
gpk	1408075
cit	1171825
vicr	751978
apnhy	1454177
slg	1040971
krnt	1625791
ride	1759546
wynd	1361658
slqt	1794783
cbd	1038572
ay	1601072
vvv	1674910
dcp	1338065
ntla	1652130
hain	910406
laz	1311370
cdna	1217234
esi	1590714
nav	808450
meggy	1487786
mxchy	1435969
bak	1071438
neu	1282637
amba	1280263
safe	1688852
pgny	1551306
ida	1057877
env	1337619
cron	1656472
wkhs	1425287
inov	1619954
kbh	795266
ard	1689662
jbgs	1689796
x	1163302
hr	899749
msgs	1636519
am	1623925
cdlx	1666071
cc	1627223
pinc	1577916
dqws	1652561
stn	1131383
slgn	849869
hxl	717605
regi	1463258
diod	29002
bxmt	1061630
gkos	1192448
ccxi	1340652
axs	1214816
ahco	1725255
hims	1773751
bzun	1625414
insm	1104506
trup	1371285
aagh	1098009
spt	1517375
sono	1314727
mtg	876437
tpdky	1436652
tigr	1756699
apam	1517302
mrcy	1049521
ttec	1013880
cri	1060822
pacw	1102112
cef	1726122
seer	1726445
trno	1476150
qfin	1741530
ptct	1070081
mtls	1091223
swtx	1773427
thg	944695
tlry	1731348
itri	780571
imab	1778016
aeis	927003
cigi	913353
pnm	1108426
momo	1610601
ocdx	1828443
hiw	921082
chk	895126
ssd	920371
prld	1678660
gsat	1366868
aaon	824142
rlay	1812364
newr	1448056
spr	1364885
ads	1101215
eye	1710155
jbt	1433660
wygpy	1450021
qts	1577368
vsat	797721
nktr	906709
adc	917251
aeo	919012
wts	795403
go	1771515
affs	1365555
ajrd	40888
sigi	230557
sumo	1643269
athm	1527636
rhp	1040829
avnt	1122976
qlys	1107843
nrz	1556593
rsi	1793659
ktos	1069258
cig	1157557
aa	1675149
wcc	929008
twou	1459417
sndr	1692063
nfg	70145
maury	62919
gulry	1449218
psb	866368
awi	7431
kurry	1446655
gra	1045309
nvt	1720635
dao	1781753
psn	275880
hypmy	1486749
ens	1289308
crsr	1743759
srne	850261
goev	1750153
wtfc	1015328
rdn	890926
wimhy	1451554
stl	1070154
vldr	1745317
flgt	1674930
spsc	1092699
form	1039399
vc	1111335
mdc	773141
msp	1724570
viav	912093
bcpc	9326
tgna	39899
agio	1439222
avt	8858
homb	1331520
bkh	1130464
